codigo;digito;nombre_establecimiento;codigo_region;nombre_region;codigo_comuna;nombre_comuna;dependencia1;dependencia2;grupo;cod_rural_rbd;prom_lect2m_rbd;prom_mate2m_rbd;cod_est;docente_aula;horas_aula;docente_utp;horas_utp;docente_inspector;horas_inspector;docente_orientacion;horas_orientacion;docentes_total;horas_total;promedio_asistencia;MAT_HOM_TOT;MAT_MUJ_TOT;MAT_TOTAL;N_PRIO;N_PRIO_BEN;N_PREF;N_PREF_BEN;N_BEN;PAGO_MATRICULA;PAGO_MENSUAL;LATITUD;LONGITUD;PORC_VIV;PERSONAS;VP;VIV_CASAS;VIV_DEPTO;VIV_MEDIAGUA;AREAS_VERDES;ESTAB_DEPORTIVOS;ESTAB_CARABINEROS;CANTIDAD_PARADEROS;TOTAL_ESTAB_SALUD;VIV_CONVENTILLO;UNIVERSIDADES;TOTAL_EST_EDUC;SECTOR_RM;AREA_VERDE_PERSONA;ESTAB_SALUD_PERSONA;DEPORTE_PERSONA;PERSONAS_VP;Min_Dist_Metro;Mean_Dist_Metro;HH_D_A;HH_D_UTP;HH_D_IG;HH_D_OR;HH_D_TOT;PROM_MATE;cluster
26137;8;COLEGIO DEL REAL;13;METROPOLITANA DE SANTIAGO;13119;MAIPU;3;2;3;1;237;247;26137-8;21;681;0;0;1;44;0;0;24;813;92,41789052;224;209;433;94;0;179;0;0;$1.000 A $10.000;$50.001 A $100.000;-33,54886575;-70,76765823;99,6317;21341;6492;6416;1;37;94413,71365;9;0;52;1;27;0;4;Zona Poniente;4,424052933;4,69E-05;0,000421723;3,287276648;6718,1781;16166,49763;32,42857143;;44;;33,875;247;Grupo 2
26150;5;COLEGIO  FITZROY COLLEGE;13;METROPOLITANA DE SANTIAGO;13401;SAN BERNARDO;3;2;2;1;227;229;26150-5;27;973;0;0;0;0;1;44;37;1403;90,80977497;272;245;517;284;284;160;0;284;GRATUITO;$25.001 A $50.000;-33,61866779;-70,69676231;100;864;260;238;0;1;2465,490363;1;0;2;0;16;0;2;Zona Sur;2,853576809;0;0,001157407;3,323076923;4447,480618;18548,69388;36,03703704;;;44;37,91891892;229;Grupo 2
26155;6;ESCUELA BASICA N°2145 COLEGIO DUNALASTAIR PEÑALOLÉN;13;METROPOLITANA DE SANTIAGO;13122;PENALOLEN;4;3;5;1;271;331;26155-6;99;4065;2;88;0;0;0;0;117;4857;94,06331476;502;514;1016;4;0;8;0;0;MAS DE $100.000;MAS DE $100.000;-33,500643;-70,55043;100;4145;1290;1190;1;30;12600,72877;7;0;9;0;46;0;3;Otra;3,039982815;0;0,001688782;3,213178295;3062,413448;11007,24479;41,06060606;44;;;41,51282051;331;Grupo 1
26157;2;LICEO MUNICIPAL BICENTENARIO DE BATUCO;13;METROPOLITANA DE SANTIAGO;13302;LAMPA;1;1;2;1;224;216;26157-2;29;1172;0;0;2;88;1;44;40;1654;82,26397844;321;300;621;461;461;83;83;544;GRATUITO;GRATUITO;-33,227146;-70,80329;87,6724;3490;1017;969;0;28;0;5;0;0;0;17;0;5;Otra;0;0;0,001432665;3,43166175;16907,68466;30681,28136;40,4137931;;44;44;41,35;216;Grupo 2
26164;5;COLEGIO SAN JOSE DE CERRILLOS;13;METROPOLITANA DE SANTIAGO;13102;CERRILLOS;3;2;2;1;230;211;26164-5;23;853;0;0;1;44;0;0;31;1179;90,07871455;206;184;390;245;245;96;96;341;GRATUITO;GRATUITO;-33,50147309;-70,71721005;100;7143;2238;1982;155;38;8155,879587;7;0;25;0;43;0;9;Zona Poniente;1,141800306;0;0,00097998;3,191689008;2888,153675;10288,62999;37,08695652;;44;;38,03225806;211;Grupo 2
26168;8;COLEGIO POLIVALENTE SAN PEDRO DE QUILICURA;13;METROPOLITANA DE SANTIAGO;13125;QUILICURA;3;2;2;1;226;237;26168-8;19;637;0;0;1;44;0;0;23;791;83,89028968;175;149;324;193;193;92;0;193;GRATUITO;$25.001 A $50.000;-33,357845;-70,73684;100;9750;2781;2768;1;1;38425,53625;3;0;12;2;8;0;3;Zona Norte;3,941080641;0,000205128;0,000307692;3,505933118;1162,855541;15455,74429;33,52631579;;44;;34,39130435;237;Grupo 2
26209;9;COLEGIO SAN JUAN DIEGO DE GUADALUPE;13;METROPOLITANA DE SANTIAGO;13119;MAIPU;3;2;1;1;245;256;26209-9;33;1187;0;0;1;44;0;0;37;1360;20,36551306;290;212;502;412;412;54;54;466;GRATUITO;GRATUITO;-33,51159078;-70,79701194;98,3848;17041;4934;4565;269;91;59754,10548;2;0;8;0;4;0;5;Zona Poniente;3,506490551;0;0,000117364;3,453790028;4783,354867;16454,97025;35,96969697;;44;;36,75675676;256;Grupo 2
26219;6;CENTRO EDUC. GOYENECHEA;13;METROPOLITANA DE SANTIAGO;13128;RENCA;3;2;1;1;230;202;26219-6;25;853;1;44;1;44;0;0;34;1145;57,83411986;320;351;671;478;421;112;95;516;GRATUITO;GRATUITO;-33,40656652;-70,73691622;100;3351;975;791;176;2;11858,63766;0;0;6;0;2;0;1;Zona Poniente;3,53883547;0;0;3,436923077;4272,680178;12164,67423;34,12;44;44;;33,67647059;202;Grupo 2
26238;2;COLEGIO DEL VERBO DIVINO DE CHICUREO;13;METROPOLITANA DE SANTIAGO;13301;COLINA;4;3;5;1;261;309;26238-2;53;2002;6;232;1;40;0;0;70;2658;95,13965517;403;356;759;1;0;7;0;0;MAS DE $100.000;MAS DE $100.000;-33,287838;-70,67051;88,214;17250;4865;4828;27;4;264590,8909;2;2;0;2;1;0;4;Zona Norte;15,33860237;0,000115942;0,000115942;3,545734841;8841,025061;20329,20573;37,77358491;38,66666667;40;;37,97142857;309;Grupo 1
26254;4;COLEGIO SANTA MARIA GORETTI DE PADRE HUR;13;METROPOLITANA DE SANTIAGO;13604;PADRE HURTADO;3;2;3;1;228;230;26254-4;23;889;0;0;0;0;0;0;27;1065;10,92973829;291;288;579;281;281;202;202;483;GRATUITO;GRATUITO;-33,56367888;-70,79833526;100;3478;1036;998;0;23;10502,91939;3;0;0;0;12;0;1;Otra;3,019815811;0;0,000862565;3,357142857;9251,936523;19204,32982;38,65217391;;;;39,44444444;230;Grupo 2
26260;9;LINCOLN COLLEGE PUDAHUEL;13;METROPOLITANA DE SANTIAGO;13124;PUDAHUEL;3;2;3;1;257;266;26260-9;69;2419;0;0;3;132;1;44;79;2844;85;832;890;1722;454;0;633;0;0;GRATUITO;$50.001 A $100.000;-33,45355186;-70,76140566;100;26805;8198;6392;1773;7;98242,36998;12;1;31;2;11;0;12;Zona Poniente;3,665076291;7,46E-05;0,000447678;3,269699927;2111,058834;12509,5068;35,05797101;;44;44;36;266;Grupo 3
26268;4;COLEGIO SAINT LOUIS SCHOOL;13;METROPOLITANA DE SANTIAGO;13119;MAIPU;4;3;5;1;250;260;26268-4;39;1645;1;44;0;0;0;0;41;1733;88,77710574;326;319;645;45;0;63;0;0;MAS DE $100.000;MAS DE $100.000;-33,56282569;-70,7739562;99,0621;52033;15947;15897;0;27;378343,9291;22;1;45;1;4;0;22;Zona Poniente;7,271230356;1,92E-05;0,000422809;3,262870759;8363,517735;17499,21265;42,17948718;44;;;42,26829268;260;Grupo 1
26269;2;COLEGIO ALTO DEL VALLE;13;METROPOLITANA DE SANTIAGO;13402;BUIN;3;2;3;1;237;243;26269-2;51;1994;0;0;1;44;1;44;58;2302;84,87980769;538;507;1045;559;559;353;353;912;GRATUITO;GRATUITO;-33,73157859;-70,77296766;70,8333;789;238;231;0;6;0;0;0;0;0;0;0;0;Otra;0;0;0;3,31512605;18857,05797;32431,49009;39,09803922;;44;44;39,68965517;243;Grupo 3
26272;2;COLEGIO WESTON ACADEMY;13;METROPOLITANA DE SANTIAGO;13125;QUILICURA;4;3;5;1;267;289;26272-2;36;1357;4;176;1;44;1;44;44;1705;93,88743615;396;420;816;59;0;109;0;0;MAS DE $100.000;MAS DE $100.000;-33,36366419;-70,73019933;100;3870;1102;1090;8;0;2956,659295;1;0;6;0;3;0;2;Zona Norte;0,76399465;0;0,000258398;3,511796733;268,3580836;14613,9307;37,69444444;44;44;44;38,75;289;Grupo 1
26274;9;ESCUELA BAS. REINA NORTE;13;METROPOLITANA DE SANTIAGO;13301;COLINA;3;2;1;1;279;280;26274-9;24;849;1;44;1;44;0;0;31;1110;93,94488056;289;247;536;399;399;66;66;465;GRATUITO;GRATUITO;-33,18332543;-70,67698831;99,3927;23206;6871;6807;6;33;129557,9263;9;0;0;1;18;0;8;Zona Norte;5,582949509;4,31E-05;0,000387831;3,377383205;20299,93595;31756,58993;35,375;44;44;;35,80645161;280;Grupo 1
26292;7;LICEO POLIVALENTE MUNICIPAL DE LA FLORIDA;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;1;1;2;1;212;219;26292-7;41;1453;0;0;2;88;1;44;47;1717;84,62858019;203;332;535;332;332;145;145;477;GRATUITO;GRATUITO;-33,51572109;-70,58501966;100;16379;6159;2146;3997;1;73168,09448;11;0;34;3;3;0;10;Zona Sur;4,467189357;0,000183161;0,000671592;2,659360286;898,5964548;9633,659989;35,43902439;;44;44;36,53191489;219;Grupo 2
26297;8;COLEGIO MONTAHUE;13;METROPOLITANA DE SANTIAGO;13107;HUECHURABA;4;3;5;1;289;321;26297-8;15;580;0;0;0;0;0;0;16;624;85;76;62;138;1;0;7;0;0;MAS DE $100.000;MAS DE $100.000;-33,350963;-70,67394;91,9883;8153;2526;2159;366;0;61563,46549;5;0;7;1;0;0;2;Zona Norte;7,55101993;0,000122654;0,000613271;3,227632621;2290,295468;13778,15845;38,66666667;;;;39;321;Grupo 1
26303;6;COLEGIO ENRIQUE ALVEAR DE CERRO NAVIA;13;METROPOLITANA DE SANTIAGO;13103;CERRO NAVIA;3;2;1;1;206;215;26303-6;20;780;0;0;0;0;0;0;24;952;25,32050691;166;161;327;228;228;62;62;290;GRATUITO;GRATUITO;-33,41750668;-70,73710134;100;5450;1502;1381;71;17;33407,62898;3;0;7;2;20;0;1;Zona Poniente;6,12984018;0,000366972;0,000550459;3,62849534;3058,628149;11625,0332;39;;;;39,66666667;215;Grupo 2
26305;2;COLEGIO MONTAHUE DE PEÑALOLEN;13;METROPOLITANA DE SANTIAGO;13122;PENALOLEN;4;3;5;1;194;229;26305-2;14;515;0;0;0;0;0;0;15;559;85;26;31;57;5;0;1;0;0;MAS DE $100.000;MAS DE $100.000;-33,484245;-70,52936;100;3957;1146;1014;5;55;5648,649888;1;0;4;0;55;0;1;Otra;1,427508185;0;0,000252717;3,452879581;4401,353899;12110,7204;36,78571429;;;;37,26666667;229;Grupo 2
26311;7;COLEGIO LINCOLN INTERN ACADEMY VALLE NORTE CHICUREO;13;METROPOLITANA DE SANTIAGO;13301;COLINA;4;3;5;1;310;379;26311-7;118;4431;0;0;2;75;0;0;127;4792;97,65125607;696;725;1421;4;0;4;0;0;MAS DE $100.000;MAS DE $100.000;-33,19401;-70,65999;99,3927;23206;6871;6807;6;33;129557,9263;9;0;0;1;18;0;8;Zona Norte;5,582949509;4,31E-05;0,000387831;3,377383205;19290,87858;30463,57337;37,55084746;;37,5;;37,73228346;338,875;Grupo 1
26324;9;EST. EDUC. PART. ARCANGEL GABRIEL N° 2;13;METROPOLITANA DE SANTIAGO;13121;PEDRO AGUIRRE CERDA;3;2;2;1;218;218;26324-9;18;592;2;88;0;0;0;0;21;702;98,64917116;171;140;311;158;158;76;76;234;GRATUITO;GRATUITO;-33,49714389;-70,66638428;100;2763;880;618;245;4;13573,93219;4;0;2;0;9;0;3;Otra;4,912751426;0;0,001447702;3,139772727;1262,54472;7782,444967;32,88888889;44;;;33,42857143;218;Grupo 2
26328;1;COLEGIO ANTUQUENU ANDINO;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;4;3;5;1;281;272;26328-1;28;1043;0;0;0;0;1;30;31;1161;82,12998634;95;91;186;14;0;30;0;0;MAS DE $100.000;MAS DE $100.000;-33,520745;-70,5431;84,6561;449;160;156;0;3;13381,82521;1;0;6;1;0;0;0;Zona Sur;29,80361961;0,002227171;0,002227171;2,80625;4509,436445;12372,80898;37,25;;;30;37,4516129;272;Grupo 2
26335;4;COLEGIO DUNALASTAIR VALLE NORTE;13;METROPOLITANA DE SANTIAGO;13301;COLINA;4;3;5;1;275;323;26335-4;130;5361;0;0;0;0;0;0;139;5743;91,27979292;795;807;1602;0;0;5;0;0;MAS DE $100.000;MAS DE $100.000;-33,211987;-70,66491;91,1359;4449;1388;1191;83;47;48600,93142;2;0;0;1;63;0;7;Zona Norte;10,92401246;0,00022477;0,000449539;3,205331412;17243,83085;28519,31994;41,23846154;;;;41,31654676;323;Grupo 1
26362;1;COLEGIO SAN FRANCISCO DE ASIS DE SAN BERNARDO;13;METROPOLITANA DE SANTIAGO;13401;SAN BERNARDO;3;2;3;1;251;239;26362-1;46;1762;0;0;2;88;0;0;52;2026;83,93984962;545;558;1103;581;566;326;320;886;GRATUITO;GRATUITO;-33,61626362;-70,70553165;100;6868;1958;1912;4;28;1830,384289;1;0;15;2;7;0;4;Zona Sur;0,266509069;0,000291206;0,000145603;3,507660878;4638,118844;18576,84262;38,30434783;;44;;38,96153846;239;Grupo 3
26365;6;COLEGIO BICENTENARIO SAN ALBERTO HURTADO DE PUDAHUEL;13;METROPOLITANA DE SANTIAGO;13124;PUDAHUEL;3;2;2;1;248;264;26365-6;114;4841;0;0;1;44;0;0;120;5101;64,4951184;857;793;1650;805;805;651;651;1456;GRATUITO;GRATUITO;-33,46592561;-70,75050516;100;20727;5992;4985;972;11;45829,79333;10;0;26;2;14;0;5;Zona Poniente;2,211115614;9,65E-05;0,000482462;3,45911215;1280,722441;11613,91884;42,46491228;;44;;42,50833333;264;Grupo 3
26367;2;LINCOLN COLLEGE SAN BERNARDO;13;METROPOLITANA DE SANTIAGO;13401;SAN BERNARDO;3;2;3;1;229;260;26367-2;60;2256;0;0;3;132;1;44;71;2731;84,97630332;834;797;1631;540;0;559;0;0;GRATUITO;$50.001 A $100.000;-33,61213126;-70,69328838;57,1698;996;303;285;0;12;1708,669256;0;0;5;0;3;0;0;Zona Sur;1,715531382;0;0;3,287128713;3652,282752;17798,13999;37,6;;44;44;38,46478873;260;Grupo 3
26368;0;COLEGIO SAN FRANCISCO DE SALES;13;METROPOLITANA DE SANTIAGO;13119;MAIPU;3;2;3;1;253;246;26368-0;31;1032;3;132;1;44;0;0;40;1424;89,1492163;293;225;518;231;231;160;0;231;$1.000 A $10.000;$50.001 A $100.000;-33,56126;-70,79095;83,762;5334;1656;1554;0;68;5574,93609;7;1;0;2;19;0;12;Zona Poniente;1,045169871;0,000374953;0,001312336;3,221014493;8711,668274;18536,96612;33,29032258;44;44;;35,6;246;Grupo 2
26372;2;COLEGIO SAN LUCAS DE LO ESPEJO;13;METROPOLITANA DE SANTIAGO;13116;LO ESPEJO;3;2;1;1;235;228;26372-2;64;2566;1;44;0;0;1;44;83;3393;82,01027311;522;467;989;713;713;244;244;957;GRATUITO;GRATUITO;-33,52518084;-70,70263032;100;14600;3935;2672;1130;70;36117,71852;8;1;32;0;52;0;6;Zona Sur;2,473816337;0;0,000547945;3,710292249;3818,707824;10814,26478;40,09375;44;;44;40,87951807;228;Grupo 3
26378;8;ESCUELA PATRONA DE LOURDES;13;METROPOLITANA DE SANTIAGO;13605;PENAFLOR;3;2;4;1;278;288;26378-8;26;950;1;44;1;44;0;0;31;1170;78,25280573;246;281;527;76;0;169;0;0;GRATUITO;$50.001 A $100.000;-33,61087626;-70,88370268;100;6683;2080;2061;0;9;11322,94969;4;0;0;0;9;0;2;Otra;1,69429144;0;0,000598534;3,212980769;18153,21981;28348,7475;36,53846154;44;44;;37,74193548;288;Grupo 1
26379;6;COLEGIO SOL DEL VALLE;13;METROPOLITANA DE SANTIAGO;13302;LAMPA;3;2;4;1;245;270;26379-6;43;1732;1;44;1;44;0;0;50;2036;24,29266858;679;552;1231;255;0;318;0;0;GRATUITO;$50.001 A $100.000;-33,2925;-70,73427;83,3193;3074;988;951;0;25;44268,94261;4;0;0;1;6;0;5;Otra;14,40108738;0,000325309;0,001301236;3,111336032;8146,084428;21414,01081;40,27906977;44;44;;40,72;270;Grupo 3
26381;8;COLEGIO NUEVA ERA SIGLO XXI SEDE PUENTE ALTO;13;METROPOLITANA DE SANTIAGO;13201;PUENTE ALTO;3;2;4;1;229;232;26381-8;43;1713;0;0;1;44;0;0;52;2107;82,76932485;515;427;942;236;0;321;0;0;$1.000 A $10.000;$50.001 A $100.000;-33,6016858;-70,58740708;99,3662;4911;1409;1399;0;5;16662,28148;10;0;13;0;1;0;8;Zona Sur;3,392849009;0;0,002036245;3,485450674;965,8709904;16468,61532;39,8372093;;44;;40,51923077;232;Grupo 2
26383;4;COLEGIO INSTITUTO CALERA DE TANGO;13;METROPOLITANA DE SANTIAGO;13403;CALERA DE TANGO;3;2;2;2;244;224;26383-4;20;872;1;44;1;44;0;0;24;1048;80,88762761;274;257;531;296;296;189;189;485;GRATUITO;GRATUITO;-33,635838;-70,786064;94,2757;5320;1613;1559;3;39;37468,81012;3;0;16;1;6;0;4;Otra;7,04300942;0,00018797;0,00056391;3,298202108;11802,16979;23919,4758;43,6;44;44;;43,66666667;224;Grupo 2
26384;2;COLEGIO TEC. PROF. SAN RAMON LA CISTERNA;13;METROPOLITANA DE SANTIAGO;13109;LA CISTERNA;3;2;2;1;230;209;26384-2;9;270;0;0;0;0;0;0;11;358;85;67;59;126;79;79;27;27;106;GRATUITO;GRATUITO;-33,53821765;-70,65680491;100;7156;2549;1050;1438;22;1436,209279;8;0;17;3;31;0;9;Zona Sur;0,200700011;0,000419229;0,001117943;2,807375441;686,6158684;10162,02531;30;;;;32,54545455;209;Grupo 2
26399;0;COLEGIO PUMAHUE CHICUREO;13;METROPOLITANA DE SANTIAGO;13301;COLINA;4;3;5;1;296;345;26399-0;60;2407;0;0;0;0;0;0;66;2631;96,22434172;827;772;1599;27;0;49;0;0;MAS DE $100.000;MAS DE $100.000;-33,219913;-70,74448;59,5733;3560;1088;1047;0;25;63987,37407;1;0;0;0;12;0;2;Zona Norte;17,97398148;0;0,000280899;3,272058824;16277,16413;29153,34089;40,11666667;;;;39,86363636;338,875;Grupo 1
26405;9;COLEGIO HERMANOS CARRERA DE CHILE;13;METROPOLITANA DE SANTIAGO;13119;MAIPU;3;2;3;1;245;254;26405-9;22;818;0;0;1;44;0;0;25;950;89,86470588;254;292;546;187;0;252;0;0;$1.000 A $10.000;$25.001 A $50.000;-33,50370494;-70,76348102;100;3402;1255;852;375;12;13419,93234;7;0;7;5;10;0;9;Zona Poniente;3,944718502;0,001469724;0,002057613;2,710756972;1845,999244;13516,38846;37,18181818;;44;;38;254;Grupo 2
26411;3;COLEGIO NOVA TERRA;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;3;2;3;1;228;225;26411-3;23;878;2;88;0;0;0;0;29;1120;100;373;304;677;276;276;243;243;519;GRATUITO;GRATUITO;-33,56178942;-70,57382892;100;13468;4347;3114;1120;46;38162,15172;20;0;38;3;32;0;23;Zona Sur;2,833542599;0,00022275;0,001485001;3,098228663;1017,888615;13314,76091;38,17391304;44;;;38,62068966;225;Grupo 2
26416;4;COLEGIO PREMILITAR CAPITAN IGNACIO CARRERA PINTO;13;METROPOLITANA DE SANTIAGO;13605;PENAFLOR;3;2;2;1;204;203;26416-4;23;834;0;0;1;44;0;0;26;966;100;182;113;295;190;190;81;81;271;GRATUITO;GRATUITO;-33,61032789;-70,86579618;100;10884;3474;2960;465;20;24415,7177;8;0;0;1;19;0;8;Otra;2,24326697;9,19E-05;0,000735024;3,13298791;17036,38719;27013,84769;36,26086957;;44;;37,15384615;203;Grupo 2
26436;9;COLEGIO TERRAUSTRAL DEL SOL;13;METROPOLITANA DE SANTIAGO;13119;MAIPU;3;2;3;1;240;262;26436-9;99;4209;0;0;0;0;0;0;110;4671;97,57312122;1326;1519;2845;1016;1016;1089;1089;2105;GRATUITO;GRATUITO;-33,50016212;-70,78104543;99,7565;13113;4096;3558;494;32;169018,597;9;0;8;0;5;0;8;Zona Poniente;12,88939198;0;0,000686342;3,201416016;2882,279412;14770,05015;42,51515152;;;;42,46363636;262;Grupo 3
26454;7;COLEGIO SANTIAGO EMPRENDEDORES;13;METROPOLITANA DE SANTIAGO;13401;SAN BERNARDO;3;2;3;1;268;264;26454-7;41;1537;0;0;1;44;0;0;46;1757;97,29093915;613;632;1245;499;499;419;0;499;GRATUITO;GRATUITO;-33,64106293;-70,67027264;100;9103;3817;3799;1;15;18465,07427;0;0;24;1;1;0;2;Zona Sur;2,028460318;0,000109854;0;2,384857218;6519,575619;20296,82657;37,48780488;;44;;38,19565217;264;Grupo 3
26465;2;COLEGIO INSTITUTO RAMÓN FREIRE;13;METROPOLITANA DE SANTIAGO;13119;MAIPU;3;2;2;1;233;218;26465-2;15;292;1;15;1;44;0;0;20;483;88,16049383;123;88;211;78;72;72;67;139;$1.000 A $10.000;GRATUITO;-33,52412;-70,75714;100;7705;2555;1841;689;13;35403,02841;6;0;16;0;6;0;3;Zona Poniente;4,594812253;0;0,000778715;3,015655577;3839,453879;14003,06311;19,46666667;15;44;;24,15;218;Grupo 2
26466;0;ESCUELA BASICA ELIODORO MATTE OSSA;13;METROPOLITANA DE SANTIAGO;13401;SAN BERNARDO;3;2;2;1;230;252;26466-0;116;4765;0;0;0;0;3;132;127;5249;87,33830202;1149;1188;2337;1652;1652;578;578;2230;GRATUITO;GRATUITO;-33,59752493;-70,66744523;100;55120;15636;9567;5752;273;137898,2422;32;0;27;5;30;0;23;Zona Sur;2,501782332;9,07E-05;0,000580552;3,52519826;1829,183053;15742,20061;41,07758621;;;44;41,33070866;252;Grupo 3
26476;8;COLEGIO LINCOLN COLLEGE HUECHURABA;13;METROPOLITANA DE SANTIAGO;13107;HUECHURABA;4;3;5;1;253;290;26476-8;91;3468;0;0;3;132;2;88;103;3992;87,66407813;962;796;1758;72;0;174;0;0;MAS DE $100.000;MAS DE $100.000;-33,35696;-70,67626;100;5572;1713;1430;283;0;15698,99346;0;0;5;0;0;0;0;Zona Norte;2,817479085;0;0;3,252772913;1703,200113;13228,02929;38,10989011;;44;44;38,75728155;290;Grupo 1
26482;2;COLEGIO INGLES SAN JOSE DE LINDEROS;13;METROPOLITANA DE SANTIAGO;13402;BUIN;4;3;4;1;260;257;26482-2;14;502;1;37;0;0;0;0;16;581;97,46037096;185;170;355;46;0;60;0;0;GRATUITO;$25.001 A $50.000;-33,76234;-70,74215;70,8333;789;238;231;0;6;0;0;0;0;0;0;0;0;Otra;0;0;0;3,31512605;20919,19588;34664,74999;35,85714286;37;;;36,3125;257;Grupo 2
26501;6;LICEO TECNICO PROFESIONAL PATRICIO AYLWIN AZOCAR;13;METROPOLITANA DE SANTIAGO;13111;LA GRANJA;6;4;1;1;205;209;26501-6;36;1105;2;88;2;88;1;44;47;1512;77,25385036;233;185;418;299;299;89;89;388;GRATUITO;GRATUITO;-33,555622;-70,62818;100;12248;3912;1674;2188;20;9507,410475;11;0;30;2;20;0;12;Zona Sur;0,776241874;0,000163292;0,000898106;3,130879346;1568,597835;11484,76161;30,69444444;44;44;44;32,17021277;209;Grupo 2
26503;9;COLEGIO SAINT LOUIS SCHOOL;13;METROPOLITANA DE SANTIAGO;13303;TILTIL;3;2;4;1;263;267;26503-9;25;1072;0;0;0;0;0;0;28;1204;84,11991228;279;234;513;63;0;101;0;0;GRATUITO;MAS DE $100.000;-33,166363;-70,790146;84,1525;2902;839;787;0;30;12938,87667;3;0;0;0;19;0;2;Zona Norte;4,458606709;0;0,00103377;3,458879619;22903,11224;36178,17022;42,88;;;;43;267;Grupo 2
26507;1;COLEGIO SAN FRANCISCO DE PAINE;13;METROPOLITANA DE SANTIAGO;13404;PAINE;4;3;5;1;282;354;26507-1;29;891;0;0;0;0;0;0;33;1067;95,82221542;229;248;477;16;0;39;0;0;MAS DE $100.000;MAS DE $100.000;-33,812294;-70,74465;70,8333;789;238;231;0;6;0;0;0;0;0;0;0;0;Otra;0;0;0;3,31512605;26340,68585;40035,87377;30,72413793;;;;32,33333333;338,875;Grupo 1
26524;1;COLEGIO ANTIMANQUE;13;METROPOLITANA DE SANTIAGO;13605;PENAFLOR;4;3;5;1;257;280;26524-1;31;1293;1;44;1;44;0;0;34;1425;97,32360933;262;254;516;44;0;121;0;0;MAS DE $100.000;MAS DE $100.000;-33,609965;-70,903323;72,8823;4877;1368;1352;0;11;17187,1509;6;0;0;0;5;0;3;Otra;3,524123621;0;0,001230265;3,56505848;19349,9402;29757,68761;41,70967742;44;44;;41,91176471;280;Grupo 1
26538;1;COLEGIO TERRAUSTRAL OESTE S.A;13;METROPOLITANA DE SANTIAGO;13119;MAIPU;3;2;3;1;224;234;26538-1;92;3817;15;660;1;44;0;0;118;4953;92,17521316;1385;1518;2903;854;854;1031;1031;1885;GRATUITO;GRATUITO;-33,516888;-70,79149;100;18399;5367;5099;243;9;146407,1662;10;0;17;0;11;0;5;Zona Poniente;7,957343669;0;0,000543508;3,428172163;4702,819341;16220,54398;41,48913043;44;44;;41,97457627;234;Grupo 3
31030;1;ESCUELA PRE MILITAR HEROES DE LA CONCEPCION;13;METROPOLITANA DE SANTIAGO;13109;LA CISTERNA;3;2;2;1;194;206;31030-1;36;1547;2;88;0;0;0;0;43;1855;95,86738307;732;433;1165;759;759;321;321;1080;GRATUITO;GRATUITO;-33,539676;-70,65618;100;7156;2549;1050;1438;22;1436,209279;8;0;17;3;31;0;9;Zona Sur;0,200700011;0,000419229;0,001117943;2,807375441;783,7231119;10266,79787;42,97222222;44;;;43,13953488;206;Grupo 3
31037;9;LICEO INSTITUTO CUMBRE DE CONDORES;13;METROPOLITANA DE SANTIAGO;13128;RENCA;1;1;2;1;254;264;31037-9;33;1414;0;0;1;44;2;88;44;1898;85;351;507;858;485;485;287;287;772;GRATUITO;GRATUITO;-33,40416;-70,70272;100;3452;1084;695;352;19;12912,88836;9;1;13;3;6;0;14;Zona Poniente;3,740697672;0,000869061;0,002607184;3,184501845;3012,214113;10299,30667;42,84848485;;44;44;43,13636364;264;Grupo 3
31040;9;COLEGIO SAN FERNANDO DE BUIN;13;METROPOLITANA DE SANTIAGO;13402;BUIN;4;3;5;1;273;293;31040-9;38;1216;1;44;0;0;0;0;40;1290;91,3175926;373;356;729;74;0;107;0;0;MAS DE $100.000;MAS DE $100.000;-33,73415;-70,75959;70,8333;789;238;231;0;6;0;0;0;0;0;0;0;0;Otra;0;0;0;3,31512605;18558,02774;32236,31955;32;44;;;32,25;293;Grupo 1
31042;5;COLEGIO SAN ANDRES DE CALERA DE TANGO;13;METROPOLITANA DE SANTIAGO;13403;CALERA DE TANGO;4;3;5;1;281;296;31042-5;18;577;0;0;0;0;0;0;21;695;99,86842106;101;110;211;31;0;33;0;0;MAS DE $100.000;MAS DE $100.000;-33,621468;-70,80203;75,8397;4186;1396;1374;0;10;19338,68255;6;0;0;0;10;0;2;Otra;4,619847719;0;0,001433349;2,998567335;12464,55907;23619,02553;32,05555556;;;;33,0952381;296;Grupo 1
31047;6;CENTRO EDUCACIONAL LIFE SUPPORT;13;METROPOLITANA DE SANTIAGO;13114;LAS CONDES;4;3;5;1;199;210;31047-6;7;189;0;0;0;0;0;0;9;277;96,09719626;28;42;70;4;0;8;0;0;MAS DE $100.000;MAS DE $100.000;-33,409267;-70,5647;100;14258;5754;1691;4049;0;17179,2512;5;0;17;2;1;0;5;Zona Oriente;1,204885061;0,000140272;0,00035068;2,477928398;320,3668762;10816,18097;27;;;;30,77777778;210;Grupo 2
